Keyword,Title,Date,Location,Icon,Link
,Windy City Classic,"Apr 27 - 28, 2019","Carol Stream, IL • Evanston, IL • Villa Park, IL, IL",,Public/Results/Tournament.aspx?IDTournament=h201808061609241493602b289892a41
,Rossville Pre-Season 2019 Softball Tournament,"Mar 22 - 26, 2019","Rossville, GA",,Public/Results/Tournament.aspx?IDTournament=h20190312201640200fe588bfb404444
,Swing into Spring,"Apr 13 - 14, 2019","Allentown, PA",,Public/Results/Tournament.aspx?IDTournament=h2018120720240266117dc43bd5d2f41
,adidas West Coast Invitational 7v7,"Mar 10, 2019","Torrence, CA",,Public/Results/Tournament.aspx?IDTournament=h201903061921597064070b07beb6340
,"Grand Rapids Blaze ""Spring For Bling""","Apr 28, 2019","Byron Center, MI",,Public/Results/Tournament.aspx?IDTournament=h2018101801333421274c762b7c3e442
,RBI Challenge,"Apr 27 - 28, 2019","Allentown, PA",,Public/Results/Tournament.aspx?IDTournament=h2018120720263344192afbbea146144
,Spring Fest,"Mar 2, 2019","Bakersfield, CA",,Public/Results/Tournament.aspx?IDTournament=h2019022618030205577245c5815fc42
,True Lacrosse March Madness,"Mar 24, 2019","McCook, IL",,Public/Results/Tournament.aspx?IDTournament=h201903202019529960bac705d9dca42
,Southern Warrior Classic 2019,"Mar 20 - 30, 2019","Lebanon, TN • Murfreesboro, TN • Smyrna, TN • Wartrace, TN",,Public/Results/Tournament.aspx?IDTournament=h201803291537212343af1fbd372db42
,The Elite 32 - Avery Strong (Powered by DOMO),"Feb 17, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h201902141823310651760057d18694a
,Rip The Cow,"May 4 - 5, 2019","Franklin, WI",,Public/Results/Tournament.aspx?IDTournament=h20190423185545037c79759b5c74640
,Harris Backyard Bash,"Apr 25 - 28, 2019","Granger, IN, IN",,Public/Results/Tournament.aspx?IDTournament=h20190114200503086e9af22b9727547
,2019 Indoor Baseball Tournament Series,"Mar 2 - Apr 13, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h2019021116154556193e066d4236145
,TMP Tournament of Champions,"Mar 2, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h20190301053832915ac024d78ad6a40
,LAX 500 ,"Apr 27, 2019","Joliet, IL",,Public/Results/Tournament.aspx?IDTournament=h20181216220954169aa6ebacaa10643
,Spring Tues Softball,"Mar 12 - May 14, 2019","Antioch, TN • Madison, TN • Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190130223506241f447b33efd064c
,MT Swing Into Spring 2019,"Apr 13 - 14, 2019","York, PA",,Public/Results/Tournament.aspx?IDTournament=h2019033114483569318348996c1db4d
,Island 7v7 Classic,"Mar 16 - 17, 2019","Honolulu, HI",,Public/Results/Tournament.aspx?IDTournament=h20190225120017890f4c70137a7b246
,Lax Revolution Indoor Tournament,"Feb 16 - 17, 2019","Naperville, IL",,Public/Results/Tournament.aspx?IDTournament=h20190208144241223af2dd4a5438640
,Spring Wed Softball,"Mar 13 - May 15, 2019","Antioch, TN • Madison, TN • Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901302242517062c05c4b89ac448
,Border Wars NC,"May 4 - 5, 2019","Bailey, NC • Rocky Mount, NC • Tarboro, NC • Wilson, NC",,Public/Results/Tournament.aspx?IDTournament=h20190415172204138910eecbac24a49
,Spring Fling 7v7,"Apr 7, 2019",,,Public/Results/Tournament.aspx?IDTournament=h2019030616272116880e1e45757b443
,Goodland Invitational,"Feb 23 - 24, 2019","Brookfield, WI",,Public/Results/Tournament.aspx?IDTournament=h20190123233155816a53b1d2e1b2645
,Spring Thurs Softball,"Mar 14 - May 16, 2019","Antioch, TN • Madison, TN • Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901302247262686530cbbe514643
,Capital City Invitational,"Apr 6 - 7, 2019","Glen Allen, VA • Henrico, VA • Richmond, VA • Ruther Glen, VA",,Public/Results/Tournament.aspx?IDTournament=h2019031921561017794a1cb2306524f
,DRIP OR DROWN 7v7 CLASSIC,"Apr 27, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20190310000708111fc1d6db1d50343
, Border Wars  2019,"May 11 - 12, 2019","Oswego, IL",,Public/Results/Tournament.aspx?IDTournament=h20181020130045554d77abb5b29aa47
,Spring Fri Softball,"Mar 15 - May 17, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901302254360818622d3e6f4e449
,Sandlot Showdown Season Opener ,"Apr 6 - 7, 2019","Montoursville, PA • Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h201810280209334935e5620fcdbf141
,Middleton JV Showcase,"May 4, 2019","Middleton, WI",,Public/Results/Tournament.aspx?IDTournament=h20190426020415794e33cdc2b4e0148
,Spring Sun Softball,"Mar 17 - May 19, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190130225736917db2f7d6f773947
,Spring Slugfest ,"Apr 13 - 14, 2019","Montoursville, PA • Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h20180201022800643b4f8716f295442
,Lax in the Park  2019,"Apr 6, 2019","Marrero, LA",,Public/Results/Tournament.aspx?IDTournament=h2019021414520160616eef410264347
,31 North Spring 2019 Preseason,"Mar 18 - 23, 2019","Fultondale, Al • Hayden, Al • Morris, Al • Trafford, Al • Warrior, Al",,Public/Results/Tournament.aspx?IDTournament=h20190226215606934f60dcd68501e4c
,Spring Shootout,"Apr 20 - 21, 2019","Montoursville, PA • Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h20181027012925254fb5a74e2b57f4e
,Bayou Bash 2019,"Apr 6 - 7, 2019","Hammond, LA",,Public/Results/Tournament.aspx?IDTournament=h20190225034640478cf203b9733ed49
,Spring Mon Softball,"Mar 11 - May 13, 2019","Madison, TN • Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901302227274249f750a07665d4d
,Spring Break Bash,"Apr 27 - 28, 2019","Montoursville, PA • Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h20181027014637732defca78564ff40
,2019 GNLL Youth Spring Field League,"Apr 20 - Jun 14, 2019","Andover, MN • Anoka, MN • Apple Valley, MN • Becker, MN • Big Lake, MN • Blaine, MN • Brooklyn Park, MN • Buffalo, MN • Carolton, MN • Circle Pines, MN • Cold Spring, MN • Collegeville, MN • Coon Rapids, MN • Delano, MN • Duluth, MN • Eagan, MN • Forest Lake, MN • Hutchinson, MN • Lindstrom, MN • Lino Lakes, MN • Long Lake, MN • Mankato, MN • Maple Grove, MN • Minneapolis, MN • Monticello, MN • New Hope, MN • New Prague, MN • North Mankato, MN • Owatonna, MN • Plymouth, MN • Proctor, MN • Rochester, MN • Saginaw, MN • Saint Michael, MN • Sartell, MN • St Louis Park, MN • St. Michael, MN • White Bear Lake, MN • Winona, MN",,Public/Results/Tournament.aspx?IDTournament=h2019030219591295772b62575632843
,31 North Spring 2019 Season,"Apr 1 - May 11, 2019","Fultondale, AL • Gardendale, AL • Morris, AL • Warrior, AL",,Public/Results/Tournament.aspx?IDTournament=h20190227205543138c881eb7061b547
,May Day Showdown ,"May 4 - 5, 2019","Montoursville, PA • Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h201810280214443385c5c6d9903834e
,2019 9/10 League,"Apr 13 - May 19, 2019","Duluth, MN • Hastings, MN • Hudson, WI • Lindstrom, MN • Mahtomedi, MN • Mankato, MN • St. Michael, MN • TBD, MN",,Public/Results/Tournament.aspx?IDTournament=h20190304222819234b8fe2823ee1a41
,PGF Mojo Music City Invitational,"Apr 6 - 7, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h2018120602031167305822bfd850b4a
,Little League World Series,"Apr 15 - 21, 2019","Williamsport, PA",,Public/Results/Tournament.aspx?IDTournament=h2016040712520242556bc0a1c99b34f
,Crawfish Shootout 2019,"Feb 16 - 17, 2019","Broussard, LA",,Public/Results/Tournament.aspx?IDTournament=h20180307204337138265dde29b94443
,SPRING FLING,"Mar 9, 2019","Ardmore, TN",,Public/Results/Tournament.aspx?IDTournament=h2019021816361077765c32b7fb8e645
,Little Rock LaxFest 2019,"Feb 15 - 17, 2019","North Little Rock, AR",,Public/Results/Tournament.aspx?IDTournament=h20181212174855034afc4f50e5e574b
,Battle at the Border,"Apr 6, 2019","Ardmore, TN",,Public/Results/Tournament.aspx?IDTournament=h201902181651470962fbe845e00ea44
,Braves Country Battles: South Carolina,"Mar 30 - 31, 2019","Mt. Pleasant, SC",,Public/Results/Tournament.aspx?IDTournament=h201901171815013872218cc1d2fc64d
,2019 Pre-Season Box League,"Mar 16 - Apr 20, 2019","Anoka, MN • Apple Valley, MN • Circle Pines, MN • Eagan, MN • Hopkins, MN • Minneapolis, MN",,Public/Results/Tournament.aspx?IDTournament=h20181218140740604568c2b11536b40
,Christian Crossover,"Feb 23, 2019","Hueytown, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021006462417237864eccdfab48
,TbS Charleston SC,"May 10 - 12, 2019","Mount Pleasant, SC",,Public/Results/Tournament.aspx?IDTournament=h20181028201421664cbf02fd2f49a40
,2018-2019 HS Winter League,"Nov 18, 2018 - Mar 3, 2019","Minneapolis, MN • St. Michael, MN",,Public/Results/Tournament.aspx?IDTournament=h201810311602059835983e46d00fe48
,Let’s Play for U / Michigan Finesse  Tourney,"May 4 - 5, 2019","Cedar Lake, IN • Hobart, IN",,Public/Results/Tournament.aspx?IDTournament=h201812051952596665c715e5475ba45
,"March 22-23, 2019 9U-12U","Mar 22 - 23, 2019","Taylorsville, NC",,Public/Results/Tournament.aspx?IDTournament=h201901031608171830a34722d0fdb42
,Minnetonka Winter HS Lacrosse League,"Jan 6 - Mar 3, 2019","Minnetonka, MN",,Public/Results/Tournament.aspx?IDTournament=h201901082323453849a93f624111842
,Let’s Play for U / Michigan Finesse Mother’s Day Tourney,"May 11 - 12, 2019","Cedar Lake, IN • Hobart, IN",,Public/Results/Tournament.aspx?IDTournament=h2018120520050279473d1c431fa914b
,"April 12-13, 2019 9U-12U","Apr 12 - 13, 2019","Caldwell County, NC",,Public/Results/Tournament.aspx?IDTournament=h2019010316222310406509cafa4684c
,Demo Tournament,"Mar 1 - 3, 2019","Ames, IA • Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h2017113014472911003e6ef7d24814a
,March Madness,"Mar 23, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h20190218162345629fb06681e4dfa43
," April 19-20, 2019 9U-12U","Apr 19 - 20, 2019","Taylorsville, NC",,Public/Results/Tournament.aspx?IDTournament=h201901031629000489bf296abd4c74f
,GHGYLA EoS 2019,"May 4 - 5, 2019","The Woodlands, TX",,Public/Results/Tournament.aspx?IDTournament=h201903300006067088346fbaca8f44d
,BATTLE OF THE BATS,"Apr 13, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021817465304117d4f75701b44f
,"May 3-4, 2019 8U Only","May 3 - 4, 2019","Hickory, NC",,Public/Results/Tournament.aspx?IDTournament=h201901031634592767e2dbbbeba964c
,5th Annual Red River Rivalry Lacrosse Tournament,"Feb 2, 2019","Durant, OK",,Public/Results/Tournament.aspx?IDTournament=h20190128193451685ff150d9f69be48
,Easter Egg Bash,"Apr 20, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h201904161336466954ae9f935a84540
,PBR Canada Spring Training Showcase,"Mar 10 - 15, 2019","Sanford, FL",,Public/Results/Tournament.aspx?IDTournament=h2019022822231831608d0bf6466a547
,2019 Aggieland Classic,"Feb 9 - 10, 2019","College Station, TX",,Public/Results/Tournament.aspx?IDTournament=h20190122204617858978977c011df45
,Round the Bases-Florence,"May 4, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021817504796338de2d4000aa47
,Country Roads Season Opener,"Apr 26 - 28, 2019","Bridgeport, WV • Clarksburg, WV • Nutter Fort, WV",,Public/Results/Tournament.aspx?IDTournament=h201809250124401492416aa8d83134b
, END OF THE YEAR YOUTH TOURNEY 2019,"May 4 - 5, 2019","FRISCO, TX",,Public/Results/Tournament.aspx?IDTournament=h20190410130810502c4ef2c0ce32542
,Harborcreek 11u Spring Baseball Tournament,"Apr 26 - 28, 2019","Harborcreek, PA",,Public/Results/Tournament.aspx?IDTournament=h201901081414344762ff1513d130642
,2019 DFWL Spring Bantam Play Day,"Mar 23 - 24, 2019","Frisco, TX",,Public/Results/Tournament.aspx?IDTournament=h20190306163125653b2e52f9ed74542
,2019 Softball Presidents day weekend 16U,"Feb 15 - 18, 2019","Rosemont, IL",,Public/Results/Tournament.aspx?IDTournament=h201901121856397896bfd6f2c1c154c
,The Event,"Dec 26, 2018 - Dec 27, 2099","Saratoga Springs, NY",,Public/Results/Tournament.aspx?IDTournament=h20170320152409420590f0447f21a4d
,2019 DFWL City Championship,"Apr 26 - 28, 2019","Frisco, TX",,Public/Results/Tournament.aspx?IDTournament=h2019041521302151385d2d6c4d9ad4a
,Weekend 4 march 8-10,"Mar 8 - 10, 2019","Rosemont, IL",,Public/Results/Tournament.aspx?IDTournament=h20190218164818046c14b993ac81b48
,"March ""Maxness"" Blitz","Apr 12 - May 12, 2019","Saratoga Springs, NY",,Public/Results/Tournament.aspx?IDTournament=h20170715122328382daeb799bc02840
,Testytest,"Mar 1 - 3, 2019","Luchenbach, TX",,Public/Results/Tournament.aspx?IDTournament=h20180909120008717ab4ee122fff34d
,Weekend 5  April 5th -7th,"Apr 5 - 7, 2019","Rosemont, IL",,Public/Results/Tournament.aspx?IDTournament=h20190324152728010460a1b7fdc5b47
,Battle of the Bricks 2019,"Apr 30 - May 4, 2019","Citra, FL • Ocala, FL",,Public/Results/Tournament.aspx?IDTournament=h201904140114131198608a972d35e4e
,2018-19  LXTC MAMMOTH ELITE BOX LEAGUE,"Nov 27, 2018 - Feb 10, 2019","Fort Collins, CO • Highlands Ranch, CO • Lakewood, CO",,Public/Results/Tournament.aspx?IDTournament=h201810291614252688bdabd786e2e4a
,2019 BRW Spring Thing,"Apr 26 - 28, 2019","Burr Ridge, IL • Willowbrook, IL",,Public/Results/Tournament.aspx?IDTournament=h201904131932163795c8929c39c8c4b
,July 26-28 14/18U Big South Showcase,"Apr 3, 2019","Shelby, NC",,Public/Results/Tournament.aspx?IDTournament=h20181223002524082e197a351958443
,2019 King of the Rock,"Mar 9 - 10, 2019","Castle Rock, CO",,Public/Results/Tournament.aspx?IDTournament=h201803120253431613decd2c6bcc34a
,MARCH MADNESS,"Mar 15 - 17, 2019","Mount Propsect, IL",,Public/Results/Tournament.aspx?IDTournament=h20180827215515094b96f12d4464242
,Junior Future Series Spring Championship,"Apr 13 - 14, 2019","Sarasota, FL",,Public/Results/Tournament.aspx?IDTournament=h20190409155938662fdaf36cb6b424b
,Mountain Vista L3 Tourney 4.20.2019,"Apr 20, 2019","Highlands Ranch, CO",,Public/Results/Tournament.aspx?IDTournament=h20190415235154267594e91c2be7a46
,Inaugural Sabers Wiffleball Tournament,"Mar 16, 2019","Franklin, WI",,Public/Results/Tournament.aspx?IDTournament=h201901262252210417e9dd4ccce2e4d
,Strike Out For The Cure,"Apr 27 - 28, 2019","Akron, OH • Alliance, OH • Kent, OH",,Public/Results/Tournament.aspx?IDTournament=h20190423132324149663e96ec22184f
,Ice Melter Lakeland Lacrosse 2019,"May 10 - 12, 2019","Bonnyville, AB • Cold Lake, AB",,Public/Results/Tournament.aspx?IDTournament=h20190314183203910df5a40b7fe934d
,DIAMOND GIRL CLASSIC,"Apr 18 - 20, 2019","Romeoville, IL",,Public/Results/Tournament.aspx?IDTournament=h201808272200132814007f9c15b6f42
,2019 UH Sports Medicine Hudson Spring Classic,"Apr 25 - 28, 2019","Hudson, OH • Streetsboro, OH",,Public/Results/Tournament.aspx?IDTournament=h20190401150213038229d63aa84d24e
,Vail Lax Jam 2019,"May 4 - 5, 2019","Eagle, CO • Edwards, CO",,Public/Results/Tournament.aspx?IDTournament=h201904232129410638a16dc99b74543
,HOT SHOT SLUGFEST,"May 3 - 5, 2019","Romeoville, IL",,Public/Results/Tournament.aspx?IDTournament=h201809222200584690832f29de95744
,Frozen Field Classic,"Apr 6 - 7, 2019","Akron, OH • Kent, OH",,Public/Results/Tournament.aspx?IDTournament=h20190402001358384e0e23a78ac3647
,2019 SAN JUAN SHOOTOUT LACROSSE TOURNAMENT,"Apr 13 - 14, 2019","Montrose, CO",,Public/Results/Tournament.aspx?IDTournament=h2019032816051093060951c0f941b4d
,2019 Class 1A Basketball Regionals,"Feb 7 - 18, 2019","Ackley, IA • Adair, IA • Afton, IA • Akron, IA • Albia, IA • Algona, IA • Anita, IA • Ankeny, IA • Arlington, IA • Atlantic, IA • Audubon, IA • Avoca, IA • Baxter, IA • Bedford, IA • Belle Plaine, IA • Bellevue, IA • Bloomfield, IA • Britt, IA • Brooklyn, IA • Buffalo Center, IA • Burlington, IA • Bussey, IA • Cedar Falls, IA • Cedar Rapids, IA • Center Point, IA • Centerville, IA • Central City, IA • Chariton, IA • Charles City, IA • Charter Oak, IA • Cherokee, IA • Clarion, IA • Clarksville, IA • Clinton, IA • Colo, IA • Conrad, IA • Coon Rapids, IA • Corning, IA • Correctionville, IA • Corydon, IA • Council Bluffs, IA • Denver, IA • Des Moines, IA • Diagonal, IA • Dunkerton, IA • Dunlap, IA • Durant, IA • Dyersville, IA • Edgewood, IA • Elk Horn, IA • Elkader, IA • Emmetsburg, IA • Essex, IA • Everly, IA • Farragut, IA • Fort Madison, IA • Garwin, IA • George, IA • Gilbertville, IA • Glidden, IA • Greene, IA • Greenfield, IA • Grinnell, IA • Griswold, IA • Guthrie Center, IA • Harlan, IA • Hartley, IA • Hastings, IA • Hawarden, IA • Hudson, IA • Hull, IA • Ida Grove, IA • Iowa City, IA • Jackson Junction, IA • Janesville, IA • Jesup, IA • Johnston, IA • Kalona, IA • Keosauqua, IA • Keota, IA • Kingsley, IA • La Porte City, IA • Lake Park, IA • Lamoni, IA • Lansing, IA • Latimer, IA • LeMars, IA • Lenox, IA • Leon, IA • Liberty Center, IA • Lone Tree, IA • Malvern, IA • Mapleton, IA • Marcus, IA • Marengo, IA • Martensdale, IA • Mason City, IA • Maxwell, IA • Maynard, IA • Melcher, IA • Miles, IA • Mondamin, IA • Montezuma, IA • Moravia, IA • Moulton, IA • Mount Ayr, IA • Mount Pleasant, IA • Murray, IA • Muscatine, IA • Nashua, IA • Neola, IA • Nevada, IA • New Hampton, IA • New London, IA • New Sharon, IA • Newell, IA • North English, IA • Northwood, IA • Oakland, IA • Oelwein, IA • Onawa, IA • Orient, IA • Osceola, IA • Parkersburg, IA • Pleasantville, IA • Preston, IA • Red Oak, IA • Reinbeck, IA • Remsen, IA • Rock Rapids, IA • Rockford, IA • Sac City, IA • Seymour, IA • Sidney, IA • Sigourney, IA • Sioux City, IA • Sioux Rapids, IA • Sloan, IA • Spirit Lake, IA • Springville, IA • Stanton, IA • Storm Lake, IA • Sully, IA • Tabor, IA • Tama, IA • Thornburg, IA • Traer, IA • Treynor, IA • Tripoli, IA • Truro, IA • Victor, IA • Washington, IA • Waukon, IA • Waverly, IA • Wayland, IA • West Bend, IA • West Des Moines, IA • West Union, IA • Westside, IA • Wheatland, IA • Williamsburg, IA • Wilton, IA • Winfield, IA • Woodbine, IA • Wyoming, IA",,Public/Results/Tournament.aspx?IDTournament=h20190117180913838a79ac3a4d19f44
,13th Annual Ohio Bombers Early Bird,"Apr 13 - 14, 2019","Akron, OH • Kent, OH",,Public/Results/Tournament.aspx?IDTournament=h20190409200825767f2c4348450e84a
,Grand Valley Quickstix,"Apr 27 - 28, 2019","Grand Junction, CO",,Public/Results/Tournament.aspx?IDTournament=h20190422015605209e53100f548dc4b
,CARDINAL CLASSIC,"Apr 5 - 7, 2019","Hoffman Estates, IL",,Public/Results/Tournament.aspx?IDTournament=h201808272158213095e22f86379ed46
, 2019 Class 2A Regional Basketball,"Feb 9 - 18, 2019","Ackley, IA • Adair, IA • Adel, IA • Afton, IA • Akron, IA • Albia, IA • Alburnett, IA • Algona, IA • Alleman, IA • Alta, IA • Ames, IA • Anamosa, IA • Anita, IA • Ankeny, IA • Arlington, IA • Armstrong, IA • Atlantic, IA • Audubon, IA • Avoca, IA • Baxter, IA • Bedford, IA • Belle Plaine, IA • Bellevue, IA • Belmond, IA • Bettendorf, IA • Blairsburg, IA • Bloomfield, IA • Bondurant, IA • Boone, IA • Britt, IA • Brooklyn, IA • Buffalo Center, IA • Burlington, IA • Burnside, IA • Bussey, IA • Calmar, IA • Camanche, IA • Carlisle, IA • Carroll, IA • Cascade, IA • Cedar Falls, IA • Cedar Rapids, IA • Center Point, IA • Centerville, IA • Central City, IA • Chariton, IA • Charles City, IA • Charter Oak, IA • Cherokee, IA • Churdan, IA • Clarence, IA • Clarinda, IA • Clarion, IA • Clarksville, IA • Clear Lake, IA • Clinton, IA • Colfax, IA • College Springs, IA • Colo, IA • Columbus Junction, IA • Conrad, IA • Coon Rapids, IA • Corning, IA • Correctionville, IA • Corwith, IA • Corydon, IA • Council Bluffs, IA • Cresco, IA • Creston, IA • Danville, IA • Davenport, IA • De Witt, IA • Decorah, IA • Delhi, IA • Denison, IA • Denver, IA • Des Moines, IA • Diagonal, IA • Dike, IA • Donnellson, IA • Dubuque, IA • Dunkerton, IA • Dunlap, IA • Durant, IA • Dyersville, IA • Eagle Grove, IA • Earlham, IA • Eddyville, IA • Edgewood, IA • Eldon, IA • Eldora, IA • Eldridge, IA • Elk Horn, IA • Elkader, IA • Emmetsburg, IA • Epworth, IA • Essex, IA • Estherville, IA • Everly, IA • Fairbank, IA • Fairfield, IA • Farmington, IA • Farragut, IA • Forest City, IA • Fort Dodge, IA • Fort Madison, IA • Garden Grove, IA • Garner, IA • Garwin, IA • George, IA • Gilbert, IA • Gilbertville, IA • Glenwood, IA • Glidden, IA • Goose Lake, IA • Gowrie, IA • Graettinger, IA • Greene, IA • Greenfield, IA • Grimes, IA • Grinnell, IA • Griswold, IA • Grundy Center, IA • Guthrie Center, IA • Guttenberg, IA • Hampton, IA • Harlan, IA • Hartley, IA • Hawarden, IA • Hinton, IA • Holstein, IA • Hudson, IA • Hull, IA • Humboldt, IA • Huxley, IA • Ida Grove, IA • Independence, IA • Indianola, IA • Inwood, IA • Iowa City, IA • Iowa Falls, IA • Jackson Junction, IA • Janesville, IA • Jefferson, IA • Jesup, IA • Jewell, IA • Johnston, IA • Kalona, IA • Keokuk, IA • Keosauqua, IA • Keota, IA • Kingsley, IA • Knoxville, IA • La Porte City, IA • Lake City, IA • Lake Mills, IA • Lake Park, IA • Lake View, IA • Lamoni, IA • Lansing, IA • Latimer, IA • Laurens, IA • Lawton, IA • Le Grand, IA • Le Mars, IA • LeGrand, IA • LeMars, IA • Lenox, IA • Leon, IA • Letts, IA • Liberty Center, IA • Lisbon, IA • Logan, IA • Lone Tree, IA • Madrid, IA • Malvern, IA • Manchester, IA • Manly, IA • Manning, IA • Manson, IA • Mapleton, IA • Maquoketa, IA • Marcus, IA • Marengo, IA • Marion, IA • Marshalltown, IA • Martensdale, IA • Mason City, IA • Maxwell, IA • Maynard, IA • Mediapolis, IA • Melcher, IA • Milford, IA • Missouri Valley, IA • Mondamin, IA • Monona, IA • Monroe, IA • Montezuma, IA • Monticello, IA • Moravia, IA • Moulton, IA • Mount Ayr, IA • Mount Pleasant, IA • Mount Vernon, IA • Moville, IA • Murray, IA • Muscatine, IA • Nashua, IA • Neola, IA • Nevada, IA • New Hampton, IA • New London, IA • New Sharon, IA • Newell, IA • Newton, IA • North English, IA • North Liberty, IA • Northwood, IA • Norwalk, IA • Oelwein, IA • Ogden, IA • Onawa, IA • Orange City, IA • Orient, IA • Osage, IA • Osceola, IA • Oskaloosa, IA • Ottumwa, IA • Packwood, IA • Panora, IA • Parkersburg, IA • Paullina, IA • Pella, IA • Perry, IA • Pleasant Hill, IA • Pleasantville, IA • Pocahontas, IA • Postville, IA • Preston, IA • Red Oak, IA • Reinbeck, IA • Remsen, IA • Riceville, IA • Riverside, IA • Rock Rapids, IA • Rock Valley, IA • Rockford, IA • Rockwell City, IA • Ruthven, IA • Sac City, IA • Saint Ansgar, IA • Schaller, IA • Sergeant Bluff, IA • Seymour, IA • Sheffield, IA • Sheldon, IA • Shenandoah, IA • Sibley, IA • Sidney, IA • Sigourney, IA • Sioux Center, IA • Sioux City, IA • Sioux Rapids, IA • Sloan, IA • Solon, IA • Spencer, IA • Spirit Lake, IA • Springville, IA • Stanton, IA • Stanwood, IA • State Center, IA • Storm Lake, IA • Story City, IA • Stuart, IA • Sully, IA • Sumner, IA • Tabor, IA • Tama, IA • Thornburg, IA • Tiffin, IA • Tipton, IA • Traer, IA • Treynor, IA • Tripoli, IA • Troy Mills, IA • Truro, IA • Underwood, IA • Urbandale, IA • Van Horne, IA • Van Meter, IA • Victor, IA • Vinton, IA • Walnut, IA • Wapello, IA • Washington, IA • Waterloo, IA • Waukee, IA • Waukon, IA • Waverly, IA • Wayland, IA • Webster City, IA • Wellman, IA • West Bend, IA • West Branch, IA • West Burlington, IA • West Des Moines, IA • West Liberty, IA • West Union, IA • Westside, IA • Wheatland, IA • Whiting, IA • Williamsburg, IA • Wilton, IA • Winfield, IA • Winterset, IA • Winthrop, IA • Woodbine, IA • Woodward, IA • Wyoming, IA",,Public/Results/Tournament.aspx?IDTournament=h20190117181037638d7ef899a3ea74b
