Keyword,Title,Date,Location,Icon,Link
,DIAMOND GIRL CLASSIC,"Apr 18 - 20, 2019","Romeoville, IL",,Public/Results/Tournament.aspx?IDTournament=h201808272200132814007f9c15b6f42
,2019 Hastings Spring Hitfest,"May 4 - 5, 2019","Hastings, NE",,Public/Results/Tournament.aspx?IDTournament=h2019022414391274831893189468241
,Big Blue,"Apr 27 - 28, 2019","Ann Arbor, MI",,Public/Results/Tournament.aspx?IDTournament=h2019031516332502011cbcd3aec604e
,TEAM  1  Midwest National Qualifier,"Mar 16 - 17, 2019","Joplin, MO",,Public/Results/Tournament.aspx?IDTournament=h20181125160036330c33dca08e1254d
,Bayou Bash 2019,"Apr 6 - 7, 2019","Hammond, LA",,Public/Results/Tournament.aspx?IDTournament=h20190225034640478cf203b9733ed49
,Spring Thaw,"Apr 7, 2019","Princeton, NJ",,Public/Results/Tournament.aspx?IDTournament=h2019040215575589339ed7dbffc5040
,2019 SPRING LAX JAM BOYS TRAVEL,"Apr 27, 2019","Holtsville, NY",,Public/Results/Tournament.aspx?IDTournament=h20190418145932829dc1012cd06a44b
,Cobra Classic,"Mar 8 - Apr 5, 2019","Willoughby, OH",,Public/Results/Tournament.aspx?IDTournament=h201902010320375266d50830ac36c4b
,King & Queen of the Hills 2019,"May 4 - 5, 2019","Ada, MI",,Public/Results/Tournament.aspx?IDTournament=h20190130003534002df10f60b006545
,2019 Winter Softball Tournament Series,"Feb 16 - Apr 19, 2019","Manheim, PA",,Public/Results/Tournament.aspx?IDTournament=h201902011457335824e1d2d59f18b43
,Spring Fling,"Apr 13 - 14, 2019","Pottstown, PA",,Public/Results/Tournament.aspx?IDTournament=h20190404230158331f2e3311fe58c4f
,"Grand Rapids Blaze ""Spring For Bling""","Apr 28, 2019","Byron Center, MI",,Public/Results/Tournament.aspx?IDTournament=h2018101801333421274c762b7c3e442
,PGF Gwinnett Challenge,"Mar 9, 2019","Snellville, GA",,Public/Results/Tournament.aspx?IDTournament=h201812271653589554a055032c6c743
,2019 IceBreaker Tournament - Powered by All West Lacrosse,"Feb 2, 2019","Petaluma, CA",,Public/Results/Tournament.aspx?IDTournament=h201901282114119871ff8c7f1381644
,"Softball -  Pepsi ""B"" - April 19 - 20 (4GG)","Apr 19 - 20, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h2019011022050552590dd350ee8274c
,Briarcrest Saints Invitational,"Mar 2, 2019",,,Public/Results/Tournament.aspx?IDTournament=h2018112620185118968f7730d091348
,Rip The Duck,"Apr 13 - 14, 2019","South Bend, IN",,Public/Results/Tournament.aspx?IDTournament=h20190329115704322392838a096534c
,Softball - May 3-5 Free-Bee (4GG),"May 3 - 5, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h20190106060803635725adee7de354b
,USA NIT Championships Qualifier,"May 4 - 5, 2019","Newberry, FL",,Public/Results/Tournament.aspx?IDTournament=h20190320192027952cd206310ddd844
,2019 CHAMPIONS LEAGUE,"Mar 10 - May 18, 2019","Louisville, KY",,Public/Results/Tournament.aspx?IDTournament=h201903041824315605f9e1b5ec7404d
,Double Double - Martinez,"May 4 - 5, 2019",,,Public/Results/Tournament.aspx?IDTournament=h2019040318313773595b35c5802d542
,TRUE PA Girls Midnight Madness,"Feb 23 - 24, 2019","cheswick, PA",,Public/Results/Tournament.aspx?IDTournament=h20190219014737252be49b239da8b41
,Crawfish Shootout 2019,"Feb 16 - 17, 2019","Broussard, LA",,Public/Results/Tournament.aspx?IDTournament=h20180307204337138265dde29b94443
,Middleton JV Showcase,"May 4, 2019","Middleton, WI",,Public/Results/Tournament.aspx?IDTournament=h20190426020415794e33cdc2b4e0148
,36th Annual UVA Law Softball Invitational,"Apr 5 - 7, 2019","Charlottesville, VA",,Public/Results/Tournament.aspx?IDTournament=h2019032722520601329f156f06d0a42
,Sweet 16 - South Bay (Rained Out),"Mar 23 - 24, 2019","Fremont, CA",,Public/Results/Tournament.aspx?IDTournament=h20190301195149316d711caa7925e45
,Rec Havoc 2019,"Mar 29 - 31, 2019","Fort White, FL",,Public/Results/Tournament.aspx?IDTournament=h201902220312417708fe77a3636ae42
,Founders Cup Box Lacrosse Tournament,"Feb 9 - 10, 2019","Reading, PA",,Public/Results/Tournament.aspx?IDTournament=h2019012413235168463cec46c606641
,Dos Amigos Softbol,"May 5, 2019",,,Public/Results/Tournament.aspx?IDTournament=h201810091525419263ed00887370b48
,Trilogy MetLife Stadium Classic 2019,"Apr 14, 2019","East Rutherford, NJ",,Public/Results/Tournament.aspx?IDTournament=h20190408131206027c3a4f996871045
,BOWNET Invitational,"Apr 20 - 21, 2019",,,Public/Results/Tournament.aspx?IDTournament=h201902142217504520795c993546c41
,Spring JV Faceoff Classic,"Mar 2, 2019","Immokalee, FL",,Public/Results/Tournament.aspx?IDTournament=h201811011215064563cea774b8e7c4d
,2019 Perks Sports Academy Antioch Invitational,"Apr 4 - 6, 2019","Antioch, CA",,Public/Results/Tournament.aspx?IDTournament=h2018091304470598512b63fb2f9ff40
,ICPR Family Practice Classic,"Mar 1 - 3, 2019","Pekin, IL",,Public/Results/Tournament.aspx?IDTournament=h20190227170203879da1882208a804c
,Florida PGF 2nd Annual 14U Challenge- LXTs to the Champions- Qualifier,"Apr 6 - 7, 2019","Ocala, FL",,Public/Results/Tournament.aspx?IDTournament=h20180929231448365b3487e546d6846
,Coastal Cup,"Apr 20, 2019","Pooler, GA",,Public/Results/Tournament.aspx?IDTournament=h2018112303032487656a4a6c2f2344b
,HOT SHOT SLUGFEST,"May 3 - 5, 2019","Romeoville, IL",,Public/Results/Tournament.aspx?IDTournament=h201809222200584690832f29de95744
,Autism Awareness,"Apr 13 - 14, 2019","West Covina, CA",,Public/Results/Tournament.aspx?IDTournament=h20190409205306109579fa259135f49
,Easter Saturday - Sacramento,"Apr 20, 2019","North Highlands, CA",,Public/Results/Tournament.aspx?IDTournament=h201903012146375773eea0672b5e045
,TCS So Cal NAIA College Classic,"Feb 8 - 10, 2019","Lake Elsinore, CA",,Public/Results/Tournament.aspx?IDTournament=h201901101644049302d2eceb4f7e144
,PGF Super Select 10U Showdown ,"May 3 - 5, 2019","North Ridgeville, OH",,Public/Results/Tournament.aspx?IDTournament=h20180920163715937a1d05784ec0d4c
,BATTLE OF THE BATS,"Apr 13, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021817465304117d4f75701b44f
,MARCH MADNESS,"Mar 15 - 17, 2019","Mount Propsect, IL",,Public/Results/Tournament.aspx?IDTournament=h20180827215515094b96f12d4464242
,2019 Boise Blast Spring Shootout,"Apr 26 - 28, 2019","Boise, ID",,Public/Results/Tournament.aspx?IDTournament=h201904032129426596f572fa791534e
,Round the Bases-Florence,"May 4, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021817504796338de2d4000aa47
,Park City Invitational  2019,"May 3 - 5, 2019","Bridgeport, CT",,Public/Results/Tournament.aspx?IDTournament=h20181005133626187021a8fa987994b
,Spring NIT - Martinez,"Apr 6 - 7, 2019","Martinez, CA",,Public/Results/Tournament.aspx?IDTournament=h20190325204129341e8236697ca494d
,Futures,"Feb 9 - 10, 2019","West Covina, CA",,Public/Results/Tournament.aspx?IDTournament=h2019020516232527453d2c6f461e844
,Christian Crossover,"Feb 23, 2019","Hueytown, AL",,Public/Results/Tournament.aspx?IDTournament=h2019021006462417237864eccdfab48
,Lone Star Shootout,"Mar 30 - 31, 2019","Corsicana, TX",,Public/Results/Tournament.aspx?IDTournament=h201902231459355309bf1d4ea1e5b48
,NJ Cheetahs 12U Spring Clash of the Bats,"May 4 - 5, 2019","Edison, NJ",,Public/Results/Tournament.aspx?IDTournament=h20190111221312150a0965ce4d8ae4a
,Blastoff II,"Apr 7, 2019","Springfield, IL",,Public/Results/Tournament.aspx?IDTournament=h20190321005117049afc58b52663c4b
,2019 East Ridge Girls  Rec Pre-season Tournament,"Apr 6 - 8, 2019","Ringgold, GA",,Public/Results/Tournament.aspx?IDTournament=h20190226014831877b8734796792d4e
,March Madness,"Mar 23, 2019","Florence, AL",,Public/Results/Tournament.aspx?IDTournament=h20190218162345629fb06681e4dfa43
,Blizzard Blowout 12u 14u ,"Feb 8 - 10, 2019","PEORIA, IL",,Public/Results/Tournament.aspx?IDTournament=h2018100418200322107d89668ec7f4f
,CARDINAL CLASSIC,"Apr 5 - 7, 2019","Hoffman Estates, IL",,Public/Results/Tournament.aspx?IDTournament=h201808272158213095e22f86379ed46
,LEE COUNTY ICE BREAKER,"Feb 16 - 17, 2019","Fort Myers, FL",,Public/Results/Tournament.aspx?IDTournament=h20181208203300173941e7613713049
,Grounders & Groundhogs 14u 18u(A)- SOLD OUT,"Feb 1 - 3, 2019","PEORIA, IL",,Public/Results/Tournament.aspx?IDTournament=h20181004181224165c415818c959e47
,2019 Lady Cubs Varsity-JV Softball Tournament,"Mar 7 - 9, 2019","Redding, CA",,Public/Results/Tournament.aspx?IDTournament=h20190218125213789c401894dcb1448
,Diamonds Are My Valentine,"Feb 16, 2019","Douglas, GA",,Public/Results/Tournament.aspx?IDTournament=h201901181859446489802f6b267254e
,USA Softball National Qualifier,"Apr 6 - 7, 2019","Dublin, GA",,Public/Results/Tournament.aspx?IDTournament=h2019020420385067870d07debe15d48
,Softball - Sunday Only- March 10 - Double Elimination,"Mar 10, 2019","Harrah, OK",,Public/Results/Tournament.aspx?IDTournament=h20190111194813067b524d7eb5e3b4b
,Lady Rebels Spring Play Day,"May 5, 2019","Horseheads, NY",,Public/Results/Tournament.aspx?IDTournament=h20181102125149304425a3d84d10a48
,Early Bird,"Mar 2 - 3, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h20190215185827069f9afed7f07634a
,2019 Softball Presidents day weekend 16U,"Feb 15 - 18, 2019","Rosemont, IL",,Public/Results/Tournament.aspx?IDTournament=h201901121856397896bfd6f2c1c154c
,Hot Tamale - Mistlin,"Apr 27 - 28, 2019","Ripon, CA",,Public/Results/Tournament.aspx?IDTournament=h201903012211350011ed8fda2c9e74a
,Spring 4GG Bash at Firelake,"Apr 19 - 20, 2019","Shawnee, OK",,Public/Results/Tournament.aspx?IDTournament=h201904172218316189e41eadab9a048
,Softball - Jackpot Tourney-  April 12-14 (3GG),"Apr 12 - 14, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h20190111001359811a9f0719161a948
,Spring Break Bash,"Mar 30, 2019","Gainesville, GA",,Public/Results/Tournament.aspx?IDTournament=h20190311114838266684dbcfba6374b
,TM Training,"Apr 15 - 16, 2019",,,Public/Results/Tournament.aspx?IDTournament=h201904091627083430eb5f9f20bdc4b
,Gold Cup Challenge #2,"Feb 9 - 10, 2019","Longwood, FL",,Public/Results/Tournament.aspx?IDTournament=h2018102001052710940ba90fe684a40
,Starz Gold  Spring Challenge,"May 4 - 5, 2019","Henrico, VA",,Public/Results/Tournament.aspx?IDTournament=h201811280151497816b67382495fb40
,PGF Icebreaker,"Feb 23, 2019","Gainesville, GA",,Public/Results/Tournament.aspx?IDTournament=h20190104141228848ae25c94f7e3e42
,March Madness,"Mar 23 - 24, 2019","Firestone, CO",,Public/Results/Tournament.aspx?IDTournament=h201903152124383052d9c11ab0c5f4c
,Softball - Winter Warm-Up Feb 16-17 (3GG),"Feb 16 - 17, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h201901060509426161f4a97ea71f248
,Softball - Sunday Only Feb 3rd (Double Elimination),"Feb 3, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h2019010602161576313a4dcb27d5b4d
,Harris Backyard Bash,"Apr 25 - 28, 2019","Granger, IN, IN",,Public/Results/Tournament.aspx?IDTournament=h20190114200503086e9af22b9727547
,Double Double - South Bay,"May 4 - 5, 2019","Fremont, CA",,Public/Results/Tournament.aspx?IDTournament=h201901062257529289a175b10b3b24f
,Rossville Pre-Season 2019 Softball Tournament,"Mar 22 - 26, 2019","Rossville, GA",,Public/Results/Tournament.aspx?IDTournament=h20190312201640200fe588bfb404444
,Gold Cup Challenge #3,"Mar 23 - 24, 2019","Longwood, FL",,Public/Results/Tournament.aspx?IDTournament=h20181020010845683108e613a517847
,Softball - April 26-28 - Jackpot Tourney (4GG),"Apr 26 - 28, 2019","Harrah, OK",,Public/Results/Tournament.aspx?IDTournament=h20190122185151245a3536782099a48
,PGF Super Select 14U/12U Showdown,"May 10 - 12, 2019","North Ridgevile, OH",,Public/Results/Tournament.aspx?IDTournament=h201810171746191893ec1de36d85548
,BLACK WIDOW SLAMMER,"Apr 26 - 28, 2019","ALTON, IL",,Public/Results/Tournament.aspx?IDTournament=h2019042419190060566e712c4ea3e40
,Softball - March Free-Bee - March 1-3 (4GG),"Mar 1 - 3, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h20190106061910622aa23c5f1cb1d40
,Game of Throws,"Apr 28, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20181009151052630135629c6e1d745
,California Pride,"Feb 23 - 24, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h201902151853105949d0ef6295b5845
,Jordyn Myers Memorial,"Apr 27 - 28, 2019","Warren, OH",,Public/Results/Tournament.aspx?IDTournament=h2019040712071147969dd60d343f74f
,Early Bird-BLD Manteca,"Mar 2 - 3, 2019","Manteca, CA",,Public/Results/Tournament.aspx?IDTournament=h20190221224410415f176eee6533149
,"1st to 3rd Softball Events ""Clash of the Titans"" - Powered by Easton","Mar 2 - 3, 2019","Modesto, Ca",,Public/Results/Tournament.aspx?IDTournament=h2018113005451110778f4006a5edd42
,Winter Warm Up ,"Feb 9 - 10, 2019","North Highlands, CA",,Public/Results/Tournament.aspx?IDTournament=h2018122121343386795d37855839145
,TPA March Kickoff,"Mar 2, 2019","Nicholasville, KY",,Public/Results/Tournament.aspx?IDTournament=h20190221222831901d3429cb5275b4c
,USA Florida 10/12/14u Shootout - USA NIT Championships Qualifier,"Mar 30 - 31, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h20190102022224781d2a7bc26f65a41
,The Big D Easter Bonnet Classic,"Apr 20 - 21, 2019","Dallas, TX",,Public/Results/Tournament.aspx?IDTournament=h2019031416293868110b5faf8d58e41
,Mock,"Apr 13, 2019","Palmetto Bay, FL",,Public/Results/Tournament.aspx?IDTournament=h2018111602043512788588f3302a149
,Softball - March 29-31 - DJ Shorty (4GG),"Mar 29 - 31, 2019","Harrah, OK",,Public/Results/Tournament.aspx?IDTournament=h201901152122204730d4d640ca89e41
,Hotshots Shootout,"Feb 16 - 17, 2019","Tempe, AZ",,Public/Results/Tournament.aspx?IDTournament=h20190128220806705fe79b8eacdc648
,Luck of the Irish,"Mar 16 - 17, 2019","Lake Elsinore, CA",,Public/Results/Tournament.aspx?IDTournament=h20190214212259669ddad2dd158944c
,TM Training,"Apr 15 - 19, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20190409163840773e187f71c680f49
,MVGS End of Season Summer Sizzle,"Apr 22 - 27, 2019","Mission Viejo, CA",,Public/Results/Tournament.aspx?IDTournament=h201903191712585620bdb5365c51e46
,"1st to 3rd Softball Events ""Best Show on Dirt"" - Powered by Easton","Feb 23 - 24, 2019","Stockton, Ca",,Public/Results/Tournament.aspx?IDTournament=h2018113005291903183b172fabde74b
,Rose Ball,"May 10 - 12, 2019","Glencoe, MO",,Public/Results/Tournament.aspx?IDTournament=h2018121320391150562b39faf7f394c
,Sweet 16 - Sacramento Area,"Mar 23 - 24, 2019","North Highlands, CA",,Public/Results/Tournament.aspx?IDTournament=h2019030120314232179a44dce81b942
,5th Annual IceBreaker,"Feb 23, 2019","Dublin, GA",,Public/Results/Tournament.aspx?IDTournament=h20181116042714106026d3cda0e3040
,Spring Sun Softball,"Mar 17 - May 19, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h20190130225736917db2f7d6f773947
,2019 Spring Fling,"May 4 - 5, 2019","Effingham, IL",,Public/Results/Tournament.aspx?IDTournament=h2019040203045866619226bdf8d1947
,2019 Tournament of Champions,"Mar 29 - 31, 2019","Turlock, CA",,Public/Results/Tournament.aspx?IDTournament=h20181117162747555fb7d91c88ff44e
,Spring Fri Softball,"Mar 15 - May 17, 2019","Nashville, TN",,Public/Results/Tournament.aspx?IDTournament=h201901302254360818622d3e6f4e449
,EXTRA INNINGS,"Feb 9 - 10, 2019","Shiner, TX",,Public/Results/Tournament.aspx?IDTournament=h20181030044250720eb65064d584c4d
,GSSA EMAIL LIST 2018,"Aug 1, 2018 - Jul 24, 2019",,,Public/Results/Tournament.aspx?IDTournament=h20181008190059278dfdb813bbbee41
,Softball - May 3-5 - Big 5GG,"May 3 - 5, 2019","Harrah, OK",,Public/Results/Tournament.aspx?IDTournament=h20190122190521566e42d33183f0d4b
,CT Sportsplex Thursday Night Softball League,"Apr 4 - May 30, 2019","North Branford, CT",,Public/Results/Tournament.aspx?IDTournament=h201903292002352233cba8614613548
,Softball - Early Bird March 8-10 (4GG),"Mar 8 - 10, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h20190109191839950e19e580c933a44
,Spring NIT,"Apr 6 - 7, 2019","Sacramento, CA",,Public/Results/Tournament.aspx?IDTournament=h201902151907466983a2422e9fa5340
,2019 LADY CUBS LARGE SCHOOL VARSITY SOFTBALL TOURNAMENT,"Mar 15 - 16, 2019","Redding, CA",,Public/Results/Tournament.aspx?IDTournament=h2019022620551020635b2baee3c764b
,CT Sportsplex COED Spring League,"Apr 3 - May 29, 2019","North Branford, CT",,Public/Results/Tournament.aspx?IDTournament=h20190329194013329289f3cef32484a
,Millard United Spring Shootout 2019,"Apr 26 - 28, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h20190416162419200cedf61fd133c44
,Bunny Hop,"Apr 20, 2019","Gainesville, GA",,Public/Results/Tournament.aspx?IDTournament=h20190102192413459cca024ccf43f49
,2nd Annual ECSA Jamboree,"Mar 24, 2019","Seatac, WA",,Public/Results/Tournament.aspx?IDTournament=h201901311926305958872bb44511846
,"1st to 3rd Events - ""Aces on the Bases""","Apr 20 - 21, 2019","Stockton, Ca",,Public/Results/Tournament.aspx?IDTournament=h201812011801596669b3db0a858dc4f
,Unity Point February Bash,"Feb 1 - 3, 2019","Pekin, IL",,Public/Results/Tournament.aspx?IDTournament=h2019013000562876980a3149a544e47
,Legacy Fastpitch Rain or Shine Spring  Fling,"Apr 26 - 28, 2019","Brighton, MI",,Public/Results/Tournament.aspx?IDTournament=h20181220164627740a660f24469134a
,Spring Stampede,"Mar 23 - 24, 2019","Wisconsin Dells, WI",,Public/Results/Tournament.aspx?IDTournament=h20190305170242326977fb5f4d6224e
,Lakeville Classic,"May 10 - 12, 2019","Lakeville, MN",,Public/Results/Tournament.aspx?IDTournament=h201901062042251742799f77c905c4a
,Capital City Diamond Duel,"May 4 - 5, 2019","Springfield, IL",,Public/Results/Tournament.aspx?IDTournament=h20190427151714327fc5ef1f9efe747
,SPRING BASH,"Apr 12 - 14, 2019","Hoffman Estates, IL",,Public/Results/Tournament.aspx?IDTournament=h20180827215908703217e43a17cbd4d
,2019 Renegade Rumble,"May 3 - 5, 2019","Medford, NJ",,Public/Results/Tournament.aspx?IDTournament=h20190417123040601827b3dcf2c024d
,"1st to 3rd Softball Events - ""Coastal Cup"" Sponsorship Event","Feb 23 - 24, 2019","Salinas, Ca",,Public/Results/Tournament.aspx?IDTournament=h201811300537536058a079f0bf0e741
,2019 D9 Presidents Weekend,"Feb 16 - 18, 2019","Kissimmee, Fl",,Public/Results/Tournament.aspx?IDTournament=h20181102191905560003f23180fad4f
,Riverbend Battle,"Apr 27 - 28, 2019","Waco, TX",,Public/Results/Tournament.aspx?IDTournament=h20190221042339977573042e7540747
,2019 Del City Ballpark Softball League,"Mar 25 - May 30, 2019","Del City, OK",,Public/Results/Tournament.aspx?IDTournament=h201811110053213554af22df644484e
,Mayhem,"May 4 - 5, 2019","Elk Grove, CA",,Public/Results/Tournament.aspx?IDTournament=h201902151928597796c87d4179f6943
,Hot Tamale - Concord,"Apr 27 - 28, 2019","Antioch, CA",,Public/Results/Tournament.aspx?IDTournament=h2019030217264437245214a5eed884d
,Millard United May Madness 2019,"May 3 - 5, 2019","Omaha, NE",,Public/Results/Tournament.aspx?IDTournament=h201904241541036447b485c816cec48
,2019 Spring Adult Softball,"Apr 28 - Jul 31, 2019","Lincoln, NE",,Public/Results/Tournament.aspx?IDTournament=h201904152009299316942e89f40834f
,Border War Softball Scrimmages,"Mar 3, 2019","Vicksburg, MS",,Public/Results/Tournament.aspx?IDTournament=h20190227204803102194c53e1516b4d
,March Madness,"Mar 23 - 24, 2019","Sulphur Springs, TX",,Public/Results/Tournament.aspx?IDTournament=h2019022316211357665177b5b5f7e4e
,RAW ROUNDUP,"Feb 8 - Mar 2, 2019","New Castle, PA",,Public/Results/Tournament.aspx?IDTournament=h20180810170235225fcf3956c0c8444
,U.S. Cellular Classic,"Apr 5 - 7, 2019","Pekin, IL",,Public/Results/Tournament.aspx?IDTournament=h2019040223273866308034d5accd949
,Warriors In Pink - USA NIT Qualifier,"Apr 13 - 14, 2019","Jacksonville, FL",,Public/Results/Tournament.aspx?IDTournament=h201901250150120470121ce7ba03442
,Battle at the Border,"Apr 6, 2019","Ardmore, TN",,Public/Results/Tournament.aspx?IDTournament=h201902181651470962fbe845e00ea44
